,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
946,9983891212,"[1, 1]",5.0,"Perfect mini HDMI and it's a real bargain! There are some HDMI cables that have a very high price range, but this one has a really low price and it works great! I am using this cable on my Canon 600D/Rebel T3i. The T3i takes 18 Mega Pixel pictures and I can now see them on my HDTV. I played back HD video on it to and there was no lag what so ever. Personally, this cable seems to do just as great as those other more expensive brand cables. I would recommend this mini HDMI if you are going to be using it for your DSLR camera. 1080P Capable!I hope this review helped you out.","08 14, 2012",A2Z9S2RQD542CP,Irineo Placido-Lopez,Works Perfectly!,1344902400.0
947,9983891212,"[0, 0]",5.0,"I ordered this cable to use with my Ainol NOVO7 Elf II.  The cable was 10' as described and produces a flicker free, clear 1080p image.  Mine has rounded edges where the connectors meet the cable.","06 23, 2012",A2QIC4G483SQQA,Jacob M,Good Cable,1340409600.0
948,9983891212,"[0, 0]",5.0,"No problems running from computer to monitor, great value compared to other options and seems to be holding up just fine.","12 5, 2012",A1QO494VNTR54U,"Jacob W. Carlson ""Jacob W. Carlson""",Works for me!,1354665600.0
949,9983891212,"[0, 0]",5.0,Cable is great...allows me to bridge TV to PC and watch the pictures taken in travel...this past year... for a low price,"12 14, 2012",AA26J206CPKWP,JAL,bridge,1355443200.0
950,9983891212,"[0, 0]",5.0,Very stable for tablet to TV....love it. Pricing is best out there. Ordering 2 more. Absolutely love this for the price and function.,"06 6, 2013",A11T5128OZMUY4,jim easley,great,1370476800.0
951,9983891212,"[0, 0]",5.0,"Ordered this little package for some real connecting,came fast enough for me to say.Hav'nt got the rest of my order to perform my hook-up yet,so being fast did'nt work for me this time(LOL)  THANKS FOR THE FAST SERVICE..........","04 7, 2012",A1WJE2B0N0I3T1,jj6224u2,Problem Solved?,1333756800.0
952,9983891212,"[0, 0]",4.0,"Nice, economic hdmi cable. I got it for my mom to use with her new tablet. So she can connect it to the tv if she ever wants. It works just great. Nice and long cable. I was surprised how thin the cable was, but everything works fine with connecting her asus transformer to her led and lcd tvs.","01 9, 2012",A1AVDAS4VK9FCL,Joe H.,It works,1326067200.0
953,9983891212,"[0, 0]",5.0,"This cable is pretty long at 10feet. There are gold plated connectors on either end. I'm able to control my camera with the TV remote via HDMI. So, why spend more money than you have to?","02 27, 2012",A2N8DYL17G3I7C,Joe User,good and cheap,1330300800.0
954,9983891212,"[0, 0]",5.0,"Worked great, no issues. I didn't realize it was 10' wanted a 6' but that was my fault.Cant beat the price","09 3, 2013",A1L2STZ2U6Q607,John B,Worked great,1378166400.0
955,9983891212,"[0, 0]",5.0,"The cable works as it is described, it is thinner then some other brand cables like Belkin etc. Can't beat the price.","04 9, 2013",A2YV0F1VTUGV54,John,Great cable,1365465600.0
956,9983891212,"[3, 5]",3.0,"Although the name of the item is ""Premium Canon Mini HDMI cable (10 ft)"" it's definitely not from Canon. For the price I had my doubts that it ever was, but it does work and still looks to be a quality cable. Only 3 stars as the description is misleading.","02 29, 2012",A25RR4OLL774IK,John Q,Definitely not a Canon brand cable,1330473600.0
957,9983891212,"[0, 0]",5.0,I bought this for my tablet that has a mini hdmi port it works's excellent with my tablet the lengthily cable helps so that you can still control your tablet and this would be good for any other mini hdmi application you desire i definitely would recommend this product,"01 9, 2013",A2OMXJJJU63L5Q,Joshua,excelent,1357689600.0
958,9983891212,"[0, 0]",5.0,I already used this on my recorder. I got this at the right price. Everything here is reasonable and a person can't go wrong.,"03 11, 2013",A1NEL661KNJR4A,Joycee,Need this,1362960000.0
959,9983891212,"[0, 0]",5.0,Arrived on time and as described.  Plugged directly from my Canon DSLR to my TV.  Pictures were clear and bright.  Great price when I combined this purchase with other cables I needed.,"03 14, 2014",A38ZKGP6U1QOF0,Kevin K,Great deal,1394755200.0
960,9983891212,"[0, 0]",5.0,"If you have a Canon camera with a port suitable for connecting to this cable... but this NOW.  For just a few dollars, you can enjoy HD pictures and video on your HD television.  Cable is nice and long for easy use with the TV.  I would recommend to anyone.","07 5, 2012",A2OLTRWQKKDD5E,"K. O'Meara ""keVuVa""",Awesome cable!,1341446400.0
961,9983891212,"[0, 0]",5.0,"This 10' cable works great with my Canon T2i and my LCD TV.  Leaves plenty of room to reach the input on the TV and step back to enjoy the pictures.  Picture quality on my 46"" tv is amazing compared to the RCA video cord that is included with the camera.","06 7, 2012",A2V1CW0YZ25USU,KrisH.,Works as expected,1339027200.0
962,9983891212,"[0, 0]",5.0,"Wonderful deal on a good length cable with no adapters required. I use this frequently for previewing on large screens, works like a charm.","06 14, 2014",A1R1D0D9HW83QU,Matty,"Great deal, perfect for previewing",1402704000.0
963,9983891212,"[0, 0]",5.0,I used this to connect an older NVidia GTX460 video card in a PC with a low clearance backplate mini-HDMI port to me AV receiver on a home theater system. Cable worked perfectly with no issues!,"12 19, 2013",A3FE9EUVTU3UD8,MaxGadgetGuy,Useful for PC video card (mini-HDMI) to TV (HDMI),1387411200.0
964,9983891212,"[1, 1]",5.0,"The cable arrived quickly, and is well made with Gold Connectors .  This conversion of one smaller than the other also will fit most digital devices (ie) Android Tablets, Digital Cameras, Cellphones etc","11 9, 2011",A3L6L5O89JTX2T,"M. Gehret ""G-Man  Colorado""",Great quality for the HDMI to Mini HDMI  cable,1320796800.0
965,9983891212,"[0, 0]",5.0,It seems to work ok to connect my TV with a Canon DSLR. . . . . . . .,"02 2, 2013",A3B0D8Z49UW0P9,Mr. Shelton L. Fox,OK,1359763200.0
966,9983891212,"[0, 0]",4.0,"this cable made it possible to connect my tablet to my big flat screen, so i could see videos better","12 11, 2012",A1HIOG0DOWHGM2,nick5050,handy cable,1355184000.0
967,9983891212,"[0, 0]",5.0,"Perfect length! Sturdy, and works as good as any other major brands out there. It's the best bang for the buck!","11 21, 2013",A1OGCPMSIVK7G4,ocxmichael,Great for the price!,1384992000.0
968,9983891212,"[0, 0]",5.0,Does what it supposed to and so far no problems. Length is good too as I don't have to be right in front of the TV.,"09 27, 2013",A17JY99GDGPQI4,pdeiye,Good product,1380240000.0
969,9983891212,"[2, 2]",5.0,"All the new graphics card seem to be going to mini-HDMI or DisplayPort, I hooked this up from my PC to my 42 inch LCD HDTV and it works great, the display is fabulous! Playing games like Starcraft 2 is just awesome.","05 22, 2012",A2IATJLZM78N9Z,Phane,works like a charm,1337644800.0
970,9983891212,"[1, 1]",3.0,"I bought this for my tablet (Ainol Novo 7A) which features mini HDMI out and the ability to play really high bitrate content, and 3D bluray rips.  I liked this cable because of the small profile at the mini HDMI end and I figured the thin cable would provide less strain on the tablet's port.Cutting to the chase - I'd get flicker on certain scenes during movie playback.  Always the same scenes, at the exact same time - so it wasn't a fit issue.  But the scenes played perfectly when I switched back to my old adapter and cable.  Also - I found I wasn't able to play big (20 gig+) 3D rips, when the other cable could.So . . . for most tablets and cameras this cable will work fine.  I suspect this cable will be fine for the Tegra 2 tablets (Original Transformer, Galaxy Tab, Acer Iconia, etc.) since playback is generally limited to 720P.  But if you play high quality video - it could be a problem - I don't know what the actual limitation is.","03 13, 2012",A3BJOJLK4FN1JC,PolloLoco,"Good - But Won't Play High Bitrate Content, Most 3D",1331596800.0
971,9983891212,"[0, 0]",5.0,"NOTE: This is an adapter to go from full size hdmi to mini hdmi, this is for digital cameras and other equipment with mini HDMI. This is not for cell phones and tablets that have Micro HDMI adapters like the HTC Evo, Motorolla Droid, Nexus 10, etc.Not much to say here, it works just as I expect it to work on any digital camera I've used. Plug it in and you're ready to view files on the big screen!","02 21, 2013",A36VX41XBE84P7,Presidente,Works perfect with Canon Poweshot Elph 100 HS,1361404800.0
972,9983891212,"[0, 0]",5.0,Works fine when I use it to connect my android tablet to TV. Only used it 6or7 times but happy for now.,"03 22, 2014",A2CBIY2WT8XCRC,PRODUCT USER 00,Works like it says,1395446400.0
973,9983891212,"[12, 13]",5.0,"Canon wanted $70 for a similar cable, but I bought this cable for my Canon Rebel T1 digital SLR at this remarkable price.  The cable is spectacular and my images and videos are very clear.  The standard analog cable that was included with the Rebel is disappointing and there is a night and day difference between a digital signal and an analog signal.  I'm very pleased with my purchase.","03 25, 2010",A3129B0UL290DD,Q. Nguyen,Fantastic price & a great cable!,1269475200.0
974,9983891212,"[0, 0]",4.0,"I bought this for my 7D, it good, material seems ok, bit cheap, but it works. But I think it is still a bit expensive compared to same cables from MonoPrice.The thing is that I discovered that having a converter from mini and regular HDMI and a cable works better for me.","10 24, 2010",A3O4OL81Z48AVF,RamyG4c,Not Bad for the Price,1287878400.0
975,9983891212,"[1, 1]",4.0,"I ordered this as ""Sold by Cable Matters, Fulfilled by Amazon"" because of the Prime shipment and having received defective products from Eforcity previously. For less than five bucks for a 10' HDMI, as long as it works I'm happy. Oddly, if you go to the Cable Matters store, they have one for a few cents more with a different photo. I received one that looks a bit different from that photo and the one on this listing. The one received has very square-edged plastic around the connectors rather than the  rounded sides shown.It arrived in two days and fits my Lumix DMC-ZS15. Photos and video look great on my flat screen TV. So it does what I want, but appears a bit different from the photo.","05 16, 2012",A2TZJGHNHCFRA2,RangerDog,Works with my Panasonic Lumix,1337126400.0
976,9983891212,"[0, 0]",5.0,I bought this exclusively to use withCanon EOS 60Dand I happy to report that this cable works flawlessly with this camera.I was initially concerned about the quality based on the price it is been offered and also was worried that the extra length (10 Ft) would be an issue when it comes to signal degradation etc; But as the cable is of good quality I did not notice any sync issues or signal degradation.Having the extra length allowed me to keep the camera close to me on the couch and view the breath taking pictures and 1080p videos that theCanon EOS 60Dis capable of.It is a nice cable very good purchase!Highly recommended! - Get one to use with any device that has a Mini HDMI interface.,"02 7, 2012",A18HE80910BTZI,"rbhatta ""A Dinosaur you can trust!""",Great price! Nice lengthy cable!,1328572800.0
977,9983891212,"[0, 0]",5.0,"Tested this out to connect a MK808 Android stick to my Panasonic plasma TV.  Works fine, no problems I could tell.","01 13, 2013",A21BX2V5UK4IPN,R. Chow,It works.,1358035200.0
978,9983891212,"[0, 0]",5.0,"plugged in my tablet - works fine.I haven't tested it on my DSLRs, but I'm sure those work fine too.","04 14, 2013",A2GEK8R4FEXDZU,rebIT,It works!,1365897600.0
979,9983891212,"[0, 0]",5.0,"This HDMI cable got shipped the same day I ordered it. I was thinking it would work from my Canon SLR to my laptop to view photos after I shoot them, but it doesn't. I have a small lcd screen I use, and it works perfect...","07 24, 2012",A250YP5XTKH243,RedRed850,Fast shipping...,1343088000.0
980,9983891212,"[0, 0]",5.0,I bought this for the convenience of hooking up the HDMI port on my Canon camera to my HDMI tv. The length is just enough to sit back and scroll through your pictures (back and forth) at your own speed. Plugging the memory stick into the tv works as well; but you're stuck using the TV's slide show or other program to view.,"02 20, 2013",A2PNVJCCV4GKE1,Robnee,Can't beat the price,1361318400.0
